状況	じょうきょう	狀況，情況	状[じょう] 況[きょう]	この<b>状況</b>では出発は難しいです。	在這樣的情況下要出發是很難的。	この<b>状[じょう] 況[きょう]</b>では 出[しゅっ] 発[ぱつ]は 難[むずか]しいです。		"ジョ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ーキョー</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		346	名詞	
確認	かくにん	確認，核實。	確[かく] 認[にん]	もう一度、予約を<b>確認</b>した。	我又確認了一遍我的預約。	もう 一[いち] 度[ど]、 予[よ] 約[やく]を<b>確[かく] 認[にん]</b>した。		"カ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">クニン</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		350	名詞，可 +する 作動詞	
消える	きえる	熄滅；消失（通常指燈光或事物消失不見）	消[き]える	電気が<b>消えている</b>ので、田中さんは部屋にいないでしょう。	燈已經熄滅了，所以田中桑應該不在房間裡。	電[でん] 気[き]が<b>消[き]えている</b>ので、 田[た] 中[なか]さんは 部屋[へや]にいないでしょう。		"キ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">エル</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		357	動詞	～ている<br>1. 表示动作持续或进行到某个时间点<br>2. 表示动作已完成并保持该状态<br>3. 表示可被视为经历某种变化的结果的状态或条件。<br>用法：在动词的て形后接いる。口语中い可省略。
長い	ながい	長的；長度大的。	長[なが]い	彼女の髪はとても<b>長い</b>。	她的頭髮非常長。	彼[かの] 女[じょ]の 髪[かみ]はとても<b>長[なが]い</b>。		"ナ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">カ<span style=""color: red;"">°</span></span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>イ"		362	形容詞	
驚く	おどろく	感到驚訝，吃驚。	驚[おどろ]く	夜中に道で大きな声がして、<b>驚きました</b>。	半夜在路上聽到一聲大喊，我嚇了一跳。	夜[よ] 中[なか]に 道[みち]で 大[おお]きな 声[こえ]がして、<b>驚[おどろ]きました</b>。		"オ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ドロ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ク"		363	動詞	～ました<br>过去时的礼貌形式。
腕	うで	手臂	腕[うで]	<b>腕</b>を回してください。	請轉動一下你的手臂。	<b>腕[うで]</b>を 回[まわ]してください。		"ウ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">デ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>"		366	名詞	
以外	いがい	除了……之外；除外	以[い] 外[がい]	私は雨の日<b>以外</b>は自転車で学校に行く。	除了下雨的日子外，我都是騎自行車去學校。	私[わたし]は 雨[あめ]の 日[ひ]<b>以[い] 外[がい]</b>は 自[じ] 転[てん] 車[しゃ]で 学[がっ] 校[こう]に 行[い]く。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">イ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>カ<span style=""color: red;"">°</span>イ"		367	名詞，需與其他詞組合	
困る	こまる	感到為難，陷入困境，感到棘手	困[こま]る	ケータイをなくして<b>困っています</b>。	我把手機弄丟了，現在很困擾。	ケータイをなくして<b>困[こま]っています</b>。		"コ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">マ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		369	動詞	～ています<br>进行时或持续状态的礼貌形式。
離れる	はなれる	分離，離開；和某地或某人分開。	離[はな]れる	実家を4年間<b>離れていました</b>。	我離開了父母家有四年了。	実[じっ] 家[か]を 4[よ] 年[ねん] 間[かん]<b>離[はな]れていました</b>。		"ハ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ナレ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		376	動詞	～ていました<br>过去进行时或过去持续状态的礼貌形式。
気	き	精神、意願、心情。	気[き]	旅行に行く<b>気</b>があるか彼女に聞かれました。	她問我是否有去旅行的意願。	旅[りょ] 行[こう]に 行[い]く<b>気[き]</b>があるか 彼[かの] 女[じょ]に 聞[き]かれました。	略帶習慣用法。	キ		377	名詞，需與其他詞組合	
書く	かく	寫；書寫。	書[か]く	彼に手紙を<b>書きました</b>。	我給他寫了一封信。	彼[かれ]に 手[て] 紙[がみ]を<b>書[か]きました</b>。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">カ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ク"		378	動詞	～ました<br>过去时的礼貌形式。
光	ひかり	光；光線。指自然界明亮的能量，例如太陽光、燈光等。	光[ひかり]	この部屋は<b>光</b>がたくさん入って、いいね。	這個房間採光很好，真不錯。	この 部屋[へや]は<b>光[ひかり]</b>がたくさん 入[はい]って、いいね。		"<span style=""color: royalblue;"">ヒ</span><span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">カリ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>"		380	名詞	
走る	はしる	跑，奔跑	走[はし]る	彼は毎晩3キロ<b>走っています</b>。	他每天晚上跑三公里。	彼[かれ]は 毎[まい] 晩[ばん] 3[さん]キロ<b>走[はし]っています</b>。		"ハ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">シ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		381	動詞	～ています<br>进行时或持续状态的礼貌形式。
戦う	たたかう	進行戰爭、戰鬥；作戰。	戦[たたか]う	彼は最後まで<b>戦った</b>よ。	他一直戰鬥到了最後。	彼[かれ]は 最[さい] 後[ご]まで<b>戦[たたか]った</b>よ。		"タ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">タカウ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		385	動詞	～た<br>1. 表示过去发生的事实<br>2. 表示动作的完成<br>3. 表示对事情的确认<br>4. 表示说话人确信动作一定会实现<br>5. 表示主句之前发生的事件为相对过去<br>6. 表示温和的命令。<br>用法：在动词音便形的连用形（連用形）后接た，在い形容词词干后接かった。
余り	あまり	剩餘，餘下的部分	余[あま]り	<b>余り</b>は次回使いましょう。	下次再用剩下的部分吧。	<b>余[あま]り</b>は 次[じ] 回[かい] 使[つか]いましょう。		"ア<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">マリ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>・<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ア</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>マリ*"	作为修饰过的副词时发音为 あ＼まり，作为未修饰的副词或名词时发音为 あまり＼，如本句中所示。	388	名詞	
全部	ぜんぶ	全部，所有，一切	全[ぜん] 部[ぶ]	お弁当を<b>全部</b>食べました。	我把便當裡的東西全都吃光了。	お 弁[べん] 当[とう]を<b>全[ぜん] 部[ぶ]</b> 食[た]べました。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ゼ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ンブ"		390	名詞，可直接作副詞	
瞬間	しゅんかん	瞬間，片刻，一瞬。	瞬[しゅん] 間[かん]	その<b>瞬間</b>、猫が跳び出しました。	就在那一瞬間，貓跳了出來。	その<b>瞬[しゅん] 間[かん]</b>、 猫[ねこ]が 跳[と]び 出[だ]しました。		"シュ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ンカン</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		391	名詞，可直接作副詞	
説明	せつめい	說明，解釋。	説[せつ] 明[めい]	この文法の<b>説明</b>は良く分かりません。	我不太明白這條語法的說明。	この 文[ぶん] 法[ぽう]の<b>説[せつ] 明[めい]</b>は 良[よ]く 分[わ]かりません。		"セ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ツメイ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		395	名詞，可 +する 作動詞	
決める	きめる	決定；作出決定	決[き]める	会議の時間を<b>決めましょう</b>。	讓我們來決定會議的時間吧。	会[かい] 議[ぎ]の 時[じ] 間[かん]を<b>決[き]めましょう</b>。		"キ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">メル</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		403	動詞	～ましょう<br>意志形或邀请形的礼貌形式。
女性	じょせい	女性，女人	女[じょ] 性[せい]	そのパーティーに<b>女性</b>は何人来ますか。	那個聚會有多少位女性會來？	そのパーティーに<b>女[じょ] 性[せい]</b>は 何[なん] 人[にん] 来[き]ますか。		"ジョ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">セイ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		405	名詞	
頂く	いただく	（謙讓語）接受，收下，用於表達謙虛地接受某物。	頂[いただ]く	お客様にお菓子を<b>頂いた</b>。	客戶送了我一些點心。	お 客[きゃく] 様[さま]にお 菓[か] 子[し]を<b>頂[いただ]いた</b>。		"イ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">タダク</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		409	動詞	～た<br>1. 表示过去发生的事实<br>2. 表示动作的完成<br>3. 表示对事情的确认<br>4. 表示说话人确信动作一定会实现<br>5. 表示主句之前发生的事件为相对过去<br>6. 表示温和的命令。<br>用法：在动词音便形的连用形（連用形）后接た，在い形容词词干后接かった。
敵	てき	敵人	敵[てき]	あそこに<b>敵</b>がひそんでいる。	那裡藏著敵人。	あそこに<b>敵[てき]</b>がひそんでいる。		"テ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">キ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		410	名詞	
起きる	おきる	發生，出現	起[お]きる	近所で盗難事件が<b>起きました</b>。	附近發生了盜竊事件。	近[きん] 所[じょ]で 盗[とう] 難[なん] 事[じ] 件[けん]が<b>起[お]きました</b>。		"オ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">キ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		412	動詞	～ました<br>过去时的礼貌形式。
起きる	おきる	起床；從床上起來	起[お]きる	私は毎朝6時に<b>起きます</b>。	我每天早上六點起床。	私[わたし]は 毎[まい] 朝[あさ] 6[ろく] 時[じ]に<b>起[お]きます</b>。		"オ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">キ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		412	動詞	～ます<br>动词和形容词的礼貌表达形式。<br>用法：在动词的连用形（連用形）后接ます。
落ちる	おちる	掉落，掉下。	落[お]ちる	荷物が下に<b>落ちてしまいました</b>。	我的包掉到了那裡。	荷[に] 物[もつ]が 下[した]に<b>落[お]ちてしまいました</b>。		"オ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">チ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		415	動詞	～てしまいました<br>完了动作（遗憾/完成）的礼貌过去时。
足	あし	腿，腳。	足[あし]	彼は<b>足</b>が長い。	他腿很長。	彼[かれ]は<b>足[あし]</b>が 長[なが]い。		"ア<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">シ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>"		416	名詞	
それに	それに	此外；而且	それに	連休はホテル代が高いです。<b>それに</b>、どこも人が多いです。	連假期間酒店價格很貴，而且到處都很擁擠。	連[れん] 休[きゅう]はホテル 代[だい]が 高[たか]いです。<b>それに</b>、どこも 人[ひと]が 多[おお]いです。		"ソ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">レニ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		417	連接詞	
先に	さきに	先，比...更早地；提前	先[さき]に	では、私たちは<b>先に</b>出発します。	那我們就先出發了。	では、 私[わたし]たちは<b>先[さき]に</b> 出[しゅっ] 発[ぱつ]します。		"サ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">キニ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>*"	变体さっき是さ＼っき。	417	名詞	
魔法	まほう	魔法，指超自然的力量或巫術。	魔[ま] 法[ほう]	彼女はまるで<b>魔法</b>にかかったみたいだ。	她就像被施了魔法一樣。	彼[かの] 女[じょ]はまるで<b>魔[ま] 法[ほう]</b>にかかったみたいだ。		"マ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ホー</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		419	名詞	
探す	さがす	尋找，搜尋	探[さが]す	ピンクのセーターをずっと<b>探しています</b>。	我一直在找一件粉紅色的毛衣。	ピンクのセーターをずっと<b>探[さが]しています</b>。		"サ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">カ<span style=""color: red;"">°</span>ス</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		421	動詞	～ています<br>进行时或持续状态的礼貌形式。
子供	こども	兒童，小孩	子[こ] 供[ども]	電車で<b>子供</b>が騒いでいた。	列車上有孩子在吵鬧。	電[でん] 車[しゃ]で<b>子[こ] 供[ども]</b>が 騒[さわ]いでいた。		"コ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ドモ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		422	名詞	
怒る	おこる	生氣，發火，訓斥。	怒[おこ]る	彼女が嘘をついたので、彼は<b>怒った</b>。	因為她說了謊，他很生氣。	彼[かの] 女[じょ]が 嘘[うそ]をついたので、 彼[かれ]は<b>怒[おこ]った</b>。		"オ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">コ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		431	動詞	～た<br>1. 表示过去发生的事实<br>2. 表示动作的完成<br>3. 表示对事情的确认<br>4. 表示说话人确信动作一定会实现<br>5. 表示主句之前发生的事件为相对过去<br>6. 表示温和的命令。<br>用法：在动词音便形的连用形（連用形）后接た，在い形容词词干后接かった。
笑顔	えがお	笑臉，微笑	笑[え] 顔[がお]	赤ちゃんの<b>笑顔</b>が可愛い。	寶寶的笑臉很可愛。	赤[あか]ちゃんの<b>笑[え] 顔[がお]</b>が 可愛[かわい]い。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">エ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>カ<span style=""color: red;"">°</span>オ"		433	名詞	
先輩	せんぱい	前輩（在工作、學校等場合指比自己資歷高的人）	先[せん] 輩[ぱい]	<b>先輩</b>からメール来た？	你收到前輩發來的信息了嗎？	<b>先[せん] 輩[ぱい]</b>からメール 来[き]た？		"セ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ンパイ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		437	名詞	
続く	つづく	繼續，持續	続[つづ]く	雨の日が２週間も<b>続いています</b>。	雨天已經持續了兩週。	雨[あめ]の 日[ひ]が２ 週[しゅう] 間[かん]も<b>続[つづ]いています</b>。		"ツ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ズク</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		438	動詞	～ています<br>进行时或持续状态的礼貌形式。
こんなに	こんなに	這麼，這樣，這麼多。表示程度之高或數量之多。	こんなに	<b>こんなに</b>面白い本は初めて読んだ。	我還是第一次讀到這麼有趣的書。	<b>こんなに</b> 面[おも] 白[しろ]い 本[ほん]は 初[はじ]めて 読[よ]んだ。		"コ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ンナニ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		438	副詞	
変	へん	奇怪的；異常的	変[へん]	<b>変</b>な音が聞こえます。	我聽到奇怪的聲音。	<b>変[へん]</b>な 音[おと]が 聞[き]こえます。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ヘ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ン"		439	形容動詞（+な修飾名詞）	
読む	よむ	閱讀；讀書。	読[よ]む	日本語の本を<b>読みます</b>。	我在讀一本日語書。	日本[にほん] 語[ご]の 本[ほん]を<b>読[よ]みます</b>。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ヨ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ム"		440	動詞	～ます<br>动词和形容词的礼貌表达形式。<br>用法：在动词的连用形（連用形）后接ます。
当然	とうぜん	理所當然，自然；理應如此。	当[とう] 然[ぜん]	彼女が怒るのも<b>当然</b>だ。	她生氣也是很自然的。	彼[かの] 女[じょ]が 怒[おこ]るのも<b>当[とう] 然[ぜん]</b>だ。		"ト<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ーゼン</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		441	副詞	
情報	じょうほう	信息；消息。	情[じょう] 報[ほう]	私はホテルの<b>情報</b>が知りたいです。	我想了解一下這家酒店的信息。	私[わたし]はホテルの<b>情[じょう] 報[ほう]</b>が 知[し]りたいです。		"ジョ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ーホー</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		442	名詞	
見つける	みつける	找到，發現	見[み]つける	新しい仕事を<b>見つけました</b>。	我找到了一份新工作。	新[あたら]しい 仕[し] 事[ごと]を<b>見[み]つけました</b>。		"ミ<span style=""display:inline-block;position:relative;""><span style=""display:inline;""><span style=""color: royalblue;"">ツ</span>ケル</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		446	動詞	～ました<br>过去时的礼貌形式。
少女	しょうじょ	少女，指女孩，尤指年輕的女孩。	少[しょう] 女[じょ]	<b>少女</b>は母親の手を握った。	女孩握住了母親的手。	<b>少[しょう] 女[じょ]</b>は 母[はは] 親[おや]の 手[て]を 握[にぎ]った。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ショ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ージョ"		451	名詞	
大変	たいへん	嚴重的，重大的，糟糕的	大[たい] 変[へん]	<b>大変</b>なことが起こりました。	發生了一件嚴重的事情。	<b>大[たい] 変[へん]</b>なことが 起[お]こりました。		"タ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">イヘン</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		452	形容動詞（+な修飾名詞）	
かなり	かなり	相當、非常、挺	かなり	彼は<b>かなり</b>英語が上手です。	他的英語水平相當好。	彼[かれ]は<b>かなり</b> 英[えい] 語[ご]が 上[じょう] 手[ず]です。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">カ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ナリ"		454	副詞	
下	した	在……下面、在……下方	下[した]	財布は机の<b>下</b>にあった。	我的錢包在桌子下面。	財[さい] 布[ふ]は 机[つくえ]の<b>下[した]</b>にあった。		"<span style=""color: royalblue;"">シ</span><span style=""display:inline-block;position:relative;""><span style=""display:inline;"">タ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>・ <span style=""color: royalblue;"">シ</span><span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">タ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>*"	单词“下”通常为 下￣，但在被修饰时为 下＼（odaka）。	457	名詞	
下	もと	在（某人的指導或監督下）	下[もと]	私はその教授の<b>下</b>で論文を書いたの。	我是在那位教授的指導下寫的論文。	私[わたし]はその 教[きょう] 授[じゅ]の<b>下[もと]</b>で 論[ろん] 文[ぶん]を 書[か]いたの。	這在習語「の下で」中用來表示“在……的監督下”。	"モ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ト</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>"		457	名詞	
かかる	かかる	花費（時間或金錢）	かかる	自転車で10分ぐらい<b>かかります</b>。	騎自行車大約需要10分鐘。	自[じ] 転[てん] 車[しゃ]で 10[じゅっ] 分[ぷん]ぐらい<b>かかります</b>。		"カ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">カ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		458	動詞	～ます<br>动词和形容词的礼貌表达形式。<br>用法：在动词的连用形（連用形）后接ます。
